Unnamed: 0	session	filename	transcript	speaker	image	original_transcript	response	pinmic	array
694	20230325-161026-551	734.wav	私もグラスを持てばいいの？	Kawano	00000021/00021376.jpg	私もグラスを持てばいいの？	そうそう、みんなで乾杯しないとね。||はい、持ってくださいね	splitted_speech/pinmic/20230325-161026-551/734.html	splitted_speech/kawano_original/20230325-161026-551/734.html
665	20230325-161026-551	674.wav	セクシーでしょ	Kawano	00000027/00027137.jpg	セクシーでしょ	背中がセクシーだ||ちょっと露出しすぎじゃない？	splitted_speech/pinmic/20230325-161026-551/674.html	splitted_speech/kawano_original/20230325-161026-551/674.html
63	20230325-150539-579	285.wav	料理の隠し味は液体窒素です。	Yoshino	00000099/00099099.jpg	料理の隠し味は液体窒素です。	面白く。工夫した料理で楽しみです。||面白く。工夫した料理で楽しみです。||面白く。工夫した料理で楽しみです。	splitted_speech/pinmic/20230325-150539-579/285.html	splitted_speech/yoshino_original/20230325-150539-579/285.html
342	20230325-154844-077	5.wav	料理の隠し味は液体窒素です。	Yoshino	00000099/00099099.jpg	料理の隠し味は液体窒素です。	面白く。工夫した料理で楽しみです。||面白く。工夫した料理で楽しみです。||面白く。工夫した料理で楽しみです。	splitted_speech/pinmic/20230325-154844-077/5.html	splitted_speech/yoshino_original/20230325-154844-077/5.html
448	20230325-161026-551	364.wav	料理の隠し味は液体窒素です。	Kawano	00000099/00099099.jpg	料理の隠し味は液体窒素です。	面白く。工夫した料理で楽しみです。||面白く。工夫した料理で楽しみです。||面白く。工夫した料理で楽しみです。	splitted_speech/pinmic/20230325-161026-551/364.html	splitted_speech/kawano_original/20230325-161026-551/364.html
621	20230325-161026-551	614.wav	タレに絡めると本当にあまき甘みが増しておいしい。	Kawano	00000065/00065677.jpg	タレに絡めると本当に甘みが増しておいしい。	そうなの？私もやってみようっと||そうかもね	splitted_speech/pinmic/20230325-161026-551/614.html	splitted_speech/kawano_original/20230325-161026-551/614.html
490	20230325-161026-551	439.wav	ヘイおまち	Kawano	00000099/00099323.jpg	ヘイおまち	美味しそうですね。いただきます。||これならきっとお客さまも喜んでくれるわ||それ、お客さんに持っていきますね。||待っていました、とてもおいしそうです||美味しそうですね。いただきます。||これならきっとお客さまも喜んでくれるわ||それ、お客さんに持っていきますね。||待っていました、とてもおいしそうです||美味しそうですね。いただきます。||これならきっとお客さまも喜んでくれるわ||それ、お客さんに持っていきますね。||待っていました、とてもおいしそうです||美味しそうですね。いただきます。||これならきっとお客さまも喜んでくれるわ||それ、お客さんに持っていきますね。||待っていました、とてもおいしそうです	splitted_speech/pinmic/20230325-161026-551/439.html	splitted_speech/kawano_original/20230325-161026-551/439.html
395	20230325-155017-589	40.wav	ヘイおまち	Yoshino	00000099/00099323.jpg	ヘイおまち	美味しそうですね。いただきます。||これならきっとお客さまも喜んでくれるわ||それ、お客さんに持っていきますね。||待っていました、とてもおいしそうです||美味しそうですね。いただきます。||これならきっとお客さまも喜んでくれるわ||それ、お客さんに持っていきますね。||待っていました、とてもおいしそうです||美味しそうですね。いただきます。||これならきっとお客さまも喜んでくれるわ||それ、お客さんに持っていきますね。||待っていました、とてもおいしそうです||美味しそうですね。いただきます。||これならきっとお客さまも喜んでくれるわ||それ、お客さんに持っていきますね。||待っていました、とてもおいしそうです	splitted_speech/pinmic/20230325-155017-589/40.html	splitted_speech/yoshino_original/20230325-155017-589/40.html
118	20230325-150539-579	342.wav	ヘイおまち	Yoshino	00000099/00099323.jpg	ヘイおまち	美味しそうですね。いただきます。||これならきっとお客さまも喜んでくれるわ||それ、お客さんに持っていきますね。||待っていました、とてもおいしそうです||美味しそうですね。いただきます。||これならきっとお客さまも喜んでくれるわ||それ、お客さんに持っていきますね。||待っていました、とてもおいしそうです||美味しそうですね。いただきます。||これならきっとお客さまも喜んでくれるわ||それ、お客さんに持っていきますね。||待っていました、とてもおいしそうです||美味しそうですね。いただきます。||これならきっとお客さまも喜んでくれるわ||それ、お客さんに持っていきますね。||待っていました、とてもおいしそうです	splitted_speech/pinmic/20230325-150539-579/342.html	splitted_speech/yoshino_original/20230325-150539-579/342.html
792	20230325-161026-551	846.wav	ヘイおまち	Kawano	00000099/00099323.jpg	ヘイおまち	美味しそうですね。いただきます。||これならきっとお客さまも喜んでくれるわ||それ、お客さんに持っていきますね。||待っていました、とてもおいしそうです||美味しそうですね。いただきます。||これならきっとお客さまも喜んでくれるわ||それ、お客さんに持っていきますね。||待っていました、とてもおいしそうです||美味しそうですね。いただきます。||これならきっとお客さまも喜んでくれるわ||それ、お客さんに持っていきますね。||待っていました、とてもおいしそうです||美味しそうですね。いただきます。||これならきっとお客さまも喜んでくれるわ||それ、お客さんに持っていきますね。||待っていました、とてもおいしそうです	splitted_speech/pinmic/20230325-161026-551/846.html	splitted_speech/kawano_original/20230325-161026-551/846.html
645	20230325-161026-551	644.wav	これテレビなの？私映るの？	Kawano	00000004/00004948.jpg	コレテレビなの？私映るの？	はい、映っていますよ。||放送されますよ||そうです。いい顔で笑って下さい。||はい、映っていますよ。||放送されますよ||そうです。いい顔で笑って下さい。	splitted_speech/pinmic/20230325-161026-551/644.html	splitted_speech/kawano_original/20230325-161026-551/644.html
284	20230325-150539-579	525.wav	これテレビなの？私映るの？	Yoshino	00000004/00004948.jpg	コレテレビなの？私映るの？	はい、映っていますよ。||放送されますよ||そうです。いい顔で笑って下さい。||はい、映っていますよ。||放送されますよ||そうです。いい顔で笑って下さい。	splitted_speech/pinmic/20230325-150539-579/525.html	splitted_speech/yoshino_original/20230325-150539-579/525.html
286	20230325-150539-579	527.wav	お前んち電子レンジあったか？	Yoshino	00000109/00109598.jpg	お前んち電子レンジあったか？	あるよ	splitted_speech/pinmic/20230325-150539-579/527.html	splitted_speech/yoshino_original/20230325-150539-579/527.html
635	20230325-161026-551	632.wav	焼きそば食べてかない？	Kawano	00000000/00000645.jpg	焼きそば食べてかない？	おいしそうなにおい、ひとつ下さい。||美味しそう！いただきます	splitted_speech/pinmic/20230325-161026-551/632.html	splitted_speech/kawano_original/20230325-161026-551/632.html
327	20230325-150539-579	573.wav	試料のセットももうすぐ終わります。	Yoshino	00000009/00009163.jpg	試料のセットもうすぐ終わります。	できたら教えて。||了解しました	splitted_speech/pinmic/20230325-150539-579/573.html	splitted_speech/yoshino_original/20230325-150539-579/573.html
377	20230325-155017-589	22.wav	ゲームで本格的なボウリング体験できるらしい。どんなものか試しているところだ。	Yoshino	00000018/00018187.jpg	ゲームで本格的なボウリングを体験できるらしい。どんなものか試しているところだ。	僕にもやらせてください||面白そうね||僕にもやらせてください||面白そうね||僕にもやらせてください||面白そうね	splitted_speech/pinmic/20230325-155017-589/22.html	splitted_speech/yoshino_original/20230325-155017-589/22.html
775	20230325-161026-551	827.wav	ゲームで本格的なーボウリングを体験できるらしい。どんなものか試してるところだ。	Kawano	00000018/00018187.jpg	ゲームで本格的なボウリングを体験できるらしい。どんなものか試しているところだ。	僕にもやらせてください||面白そうね||僕にもやらせてください||面白そうね||僕にもやらせてください||面白そうね	splitted_speech/pinmic/20230325-161026-551/827.html	splitted_speech/kawano_original/20230325-161026-551/827.html
101	20230325-150539-579	324.wav	ゲームで本格的なボウリングを体験できるらしい。どんなものか試しているところだ。	Yoshino	00000018/00018187.jpg	ゲームで本格的なボウリングを体験できるらしい。どんなものか試しているところだ。	僕にもやらせてください||面白そうね||僕にもやらせてください||面白そうね||僕にもやらせてください||面白そうね	splitted_speech/pinmic/20230325-150539-579/324.html	splitted_speech/yoshino_original/20230325-150539-579/324.html
610	20230325-161026-551	600.wav	食器洗い手伝うよ	Kawano	00000004/00004198.jpg	食器洗い手伝うよ？	ありがとうね||手伝ってくれて嬉しいよ。||ありがとうね||手伝ってくれて嬉しいよ。	splitted_speech/pinmic/20230325-161026-551/600.html	splitted_speech/kawano_original/20230325-161026-551/600.html
247	20230325-150539-579	488.wav	食器洗い手伝うよ？	Yoshino	00000004/00004198.jpg	食器洗い手伝うよ？	ありがとうね||手伝ってくれて嬉しいよ。||ありがとうね||手伝ってくれて嬉しいよ。	splitted_speech/pinmic/20230325-150539-579/488.html	splitted_speech/yoshino_original/20230325-150539-579/488.html
526	20230325-161026-551	486.wav	丸の位置に足を合わせるの？	Kawano	00000076/00076117.jpg	丸の位置に足を合わせるの？	じゃあ、君がやるのを見ているね。||そうだよ||じゃあ、君がやるのを見ているね。||そうだよ	splitted_speech/pinmic/20230325-161026-551/486.html	splitted_speech/kawano_original/20230325-161026-551/486.html
155	20230325-150539-579	383.wav	丸の位置に足を合わせるの？	Yoshino	00000076/00076117.jpg	丸の位置に足を合わせるの？	じゃあ、君がやるのを見ているね。||そうだよ||じゃあ、君がやるのを見ているね。||そうだよ	splitted_speech/pinmic/20230325-150539-579/383.html	splitted_speech/yoshino_original/20230325-150539-579/383.html
529	20230325-161026-551	491.wav	通路を塞いでしまってごめんなさい。	Kawano	00000012/00012601.jpg	通路を塞いでしまってごめんなさい。	ここらへんにテーブルはないの？||大丈夫、向こうを通りますよ||ここらへんにテーブルはないの？||大丈夫、向こうを通りますよ	splitted_speech/pinmic/20230325-161026-551/491.html	splitted_speech/kawano_original/20230325-161026-551/491.html
158	20230325-150539-579	388.wav	通路を塞いでしまってごめんなさい。	Yoshino	00000012/00012601.jpg	通路を塞いでしまってごめんなさい。	ここらへんにテーブルはないの？||大丈夫、向こうを通りますよ||ここらへんにテーブルはないの？||大丈夫、向こうを通りますよ	splitted_speech/pinmic/20230325-150539-579/388.html	splitted_speech/yoshino_original/20230325-150539-579/388.html
719	20230325-161026-551	760.wav	カップいっぱい有るね	Kawano	00000019/00019703.jpg	カップいっぱい有るね	ホントだね||ホントだね||ホントだね	splitted_speech/pinmic/20230325-161026-551/760.html	splitted_speech/kawano_original/20230325-161026-551/760.html
30	20230325-150539-579	252.wav	カップいっぱい有るね	Yoshino	00000019/00019703.jpg	カップいっぱい有るね	ホントだね||ホントだね||ホントだね	splitted_speech/pinmic/20230325-150539-579/252.html	splitted_speech/yoshino_original/20230325-150539-579/252.html
431	20230325-161026-551	337.wav	カップいっぱい有るね	Kawano	00000019/00019703.jpg	カップいっぱい有るね	ホントだね||ホントだね||ホントだね	splitted_speech/pinmic/20230325-161026-551/337.html	splitted_speech/kawano_original/20230325-161026-551/337.html
570	20230325-161026-551	552.wav	このパソコンだけソフトがインストールできなかったから、ちょっと見てくれないか？	Kawano	00000008/00008764.jpg	このパソコンだけソフトがインストールできなから、ちょっと見てくれないか？	わかりました、今見ますね。||了解しました。||今そっちに行くよ。||わかりました、見てみます。||そのパソコンだけ調子悪いんですか？	splitted_speech/pinmic/20230325-161026-551/552.html	splitted_speech/kawano_original/20230325-161026-551/552.html
215	20230325-150539-579	454.wav	本日の料理はダイエット向けの小食メニューです。	Yoshino	00000076/00076808.jpg	本日の料理はダイエット向けの小食メニューです。	おいしいの？||おいしいの？	splitted_speech/pinmic/20230325-150539-579/454.html	splitted_speech/yoshino_original/20230325-150539-579/454.html
580	20230325-161026-551	564.wav	本日の料理はダイエット向けのこくらメニューです。	Kawano	00000076/00076808.jpg	本日の料理はダイエット向けの小食メニューです。	おいしいの？||おいしいの？	splitted_speech/pinmic/20230325-161026-551/564.html	splitted_speech/kawano_original/20230325-161026-551/564.html
78	20230325-150539-579	300.wav	ソースはたっぷり掛けておくよ。	Yoshino	00000014/00014636.jpg	ソースはたっぷり掛けておくよ。	いつもありがとう、おじさん。||ありがとう！||いつもありがとう、おじさん。||ありがとう！	splitted_speech/pinmic/20230325-150539-579/300.html	splitted_speech/yoshino_original/20230325-150539-579/300.html
753	20230325-161026-551	800.wav	ソースはたっぷり掛けておくよ。	Kawano	00000014/00014636.jpg	ソースはたっぷり掛けておくよ。	いつもありがとう、おじさん。||ありがとう！||いつもありがとう、おじさん。||ありがとう！	splitted_speech/pinmic/20230325-161026-551/800.html	splitted_speech/kawano_original/20230325-161026-551/800.html
578	20230325-161026-551	560.wav	念入りにー散布しましょう。	Kawano	00000017/00017040.jpg	今日はタバコを何本吸ったか数えてみるよ。	タバコは健康によくないんだから程ほどにね||タバコは健康によくないんだから程ほどにね	splitted_speech/pinmic/20230325-161026-551/560.html	splitted_speech/kawano_original/20230325-161026-551/560.html
213	20230325-150539-579	452.wav	今日はタバコを何本吸ったか数えてみるよ。	Yoshino	00000017/00017040.jpg	今日はタバコを何本吸ったか数えてみるよ。	タバコは健康によくないんだから程ほどにね||タバコは健康によくないんだから程ほどにね	splitted_speech/pinmic/20230325-150539-579/452.html	splitted_speech/yoshino_original/20230325-150539-579/452.html
383	20230325-155017-589	28.wav	かしこく見える？	Yoshino	00000004/00004026.jpg	かしこく見える？	見えるよ||見えるよ||見えるよ||見えるよ	splitted_speech/pinmic/20230325-155017-589/28.html	splitted_speech/yoshino_original/20230325-155017-589/28.html
481	20230325-161026-551	424.wav	かしこく見える？	Kawano	00000004/00004026.jpg	かしこく見える？	見えるよ||見えるよ||見えるよ||見えるよ	splitted_speech/pinmic/20230325-161026-551/424.html	splitted_speech/kawano_original/20230325-161026-551/424.html
781	20230325-161026-551	833.wav	かしこく見える？	Kawano	00000004/00004026.jpg	かしこく見える？	見えるよ||見えるよ||見えるよ||見えるよ	splitted_speech/pinmic/20230325-161026-551/833.html	splitted_speech/kawano_original/20230325-161026-551/833.html
107	20230325-150539-579	330.wav	かしこく見える？	Yoshino	00000004/00004026.jpg	かしこく見える？	見えるよ||見えるよ||見えるよ||見えるよ	splitted_speech/pinmic/20230325-150539-579/330.html	splitted_speech/yoshino_original/20230325-150539-579/330.html
23	20230325-150539-579	245.wav	この化粧品、私似合うと思う？	Yoshino	00000041/00041218.jpg	この化粧品、私に似合うと思う？	うん、いい感じじゃない。||良いと思うよ||うん、いい感じじゃない。||良いと思うよ||うん、いい感じじゃない。||良いと思うよ	splitted_speech/pinmic/20230325-150539-579/245.html	splitted_speech/yoshino_original/20230325-150539-579/245.html
424	20230325-161026-551	330.wav	この化粧品、私に似合うと思う？	Kawano	00000041/00041218.jpg	この化粧品、私に似合うと思う？	うん、いい感じじゃない。||良いと思うよ||うん、いい感じじゃない。||良いと思うよ||うん、いい感じじゃない。||良いと思うよ	splitted_speech/pinmic/20230325-161026-551/330.html	splitted_speech/kawano_original/20230325-161026-551/330.html
712	20230325-161026-551	752.wav	この化粧品、私に似合うと思う？	Kawano	00000041/00041218.jpg	この化粧品、私に似合うと思う？	うん、いい感じじゃない。||良いと思うよ||うん、いい感じじゃない。||良いと思うよ||うん、いい感じじゃない。||良いと思うよ	splitted_speech/pinmic/20230325-161026-551/752.html	splitted_speech/kawano_original/20230325-161026-551/752.html
739	20230325-161026-551	781.wav	私の後姿、どう？	Kawano	00000077/00077738.jpg	私の後姿、どう？	そうだね||そうだね||そうだね	splitted_speech/pinmic/20230325-161026-551/781.html	splitted_speech/kawano_original/20230325-161026-551/781.html
447	20230325-161026-551	363.wav	私の後姿、どう？	Kawano	00000077/00077738.jpg	私の後姿、どう？	そうだね||そうだね||そうだね	splitted_speech/pinmic/20230325-161026-551/363.html	splitted_speech/kawano_original/20230325-161026-551/363.html
341	20230325-154844-077	4.wav	私の後姿、どう？	Yoshino	00000077/00077738.jpg	私の後姿、どう？	そうだね||そうだね||そうだね	splitted_speech/pinmic/20230325-154844-077/4.html	splitted_speech/yoshino_original/20230325-154844-077/4.html
250	20230325-150539-579	491.wav	美味しそうな匂いがしてきたでしょ？	Yoshino	00000015/00015315.jpg	美味しそうな匂いがしてきたでしょ？	お皿だすね||お皿だすね	splitted_speech/pinmic/20230325-150539-579/491.html	splitted_speech/yoshino_original/20230325-150539-579/491.html
613	20230325-161026-551	605.wav	美味しそうな匂いがしてきたでしょ？	Kawano	00000015/00015315.jpg	美味しそうな匂いがしてきたでしょ？	お皿だすね||お皿だすね	splitted_speech/pinmic/20230325-161026-551/605.html	splitted_speech/kawano_original/20230325-161026-551/605.html
323	20230325-150539-579	567.wav	この髪型はどう？もっと動いた方が良さが伝わるかしら。	Yoshino	00000037/00037702.jpg	この髪型はどう？もっと動いた方が良さが伝わるかしら。	ちょっとかき上げてもらえるかな	splitted_speech/pinmic/20230325-150539-579/567.html	splitted_speech/yoshino_original/20230325-150539-579/567.html
525	20230325-161026-551	485.wav	この黄色いローブって何に使うんですか？	Kawano	00000048/00048532.jpg	この黄色いロープって何に使うんですか？	手を離して||手を離して	splitted_speech/pinmic/20230325-161026-551/485.html	splitted_speech/kawano_original/20230325-161026-551/485.html
154	20230325-150539-579	382.wav	この黄色いロープって何に使うんですか？	Yoshino	00000048/00048532.jpg	この黄色いロープって何に使うんですか？	手を離して||手を離して	splitted_speech/pinmic/20230325-150539-579/382.html	splitted_speech/yoshino_original/20230325-150539-579/382.html
423	20230325-161026-551	329.wav	ビールは僕がついであげるよ。	Kawano	00000002/00002891.jpg	ビールは僕がついであげるよ。	ありがとう、息子に注いで貰った酒は美味しいね。||こぼさないように||ありがとう、息子に注いで貰った酒は美味しいね。||こぼさないように||ありがとう、息子に注いで貰った酒は美味しいね。||こぼさないように	splitted_speech/pinmic/20230325-161026-551/329.html	splitted_speech/kawano_original/20230325-161026-551/329.html
711	20230325-161026-551	751.wav	ビールは僕がついであげるよ。	Kawano	00000002/00002891.jpg	ビールは僕がついであげるよ。	ありがとう、息子に注いで貰った酒は美味しいね。||こぼさないように||ありがとう、息子に注いで貰った酒は美味しいね。||こぼさないように||ありがとう、息子に注いで貰った酒は美味しいね。||こぼさないように	splitted_speech/pinmic/20230325-161026-551/751.html	splitted_speech/kawano_original/20230325-161026-551/751.html
22	20230325-150539-579	244.wav	ビールは僕がついであげるよ。	Yoshino	00000002/00002891.jpg	ビールは僕がついであげるよ。	ありがとう、息子に注いで貰った酒は美味しいね。||こぼさないように||ありがとう、息子に注いで貰った酒は美味しいね。||こぼさないように||ありがとう、息子に注いで貰った酒は美味しいね。||こぼさないように	splitted_speech/pinmic/20230325-150539-579/244.html	splitted_speech/yoshino_original/20230325-150539-579/244.html
596	20230325-161026-551	583.wav	ここに植えればいいの?	Kawano	00000002/00002025.jpg	ここに植えればいいの?	はい、間隔を開けながら植えてくださいね。||そこでいいよ	splitted_speech/pinmic/20230325-161026-551/583.html	splitted_speech/kawano_original/20230325-161026-551/583.html
604	20230325-161026-551	594.wav	デザートにはこのスイカをお持ちします。	Kawano	00000097/00097694.jpg	デザートにはこのスイカをお持ちします。	ありがとうございます||スイカとは珍しいね	splitted_speech/pinmic/20230325-161026-551/594.html	splitted_speech/kawano_original/20230325-161026-551/594.html
534	20230325-161026-551	503.wav	みんなの昼ごはんを写真に撮ろうよ。	Kawano	00000012/00012555.jpg	みんなの昼ごはんを写真に撮ろうよ。	じゃ撮るよ。||写しますよ	splitted_speech/pinmic/20230325-161026-551/503.html	splitted_speech/kawano_original/20230325-161026-551/503.html
265	20230325-150539-579	506.wav	胸の事はほっといて下さい。セクハラですよ。	Yoshino	00000089/00089130.jpg	胸の事はほっといて下さい。セクハラですよ。	そういうわけじゃないです。	splitted_speech/pinmic/20230325-150539-579/506.html	splitted_speech/yoshino_original/20230325-150539-579/506.html
294	20230325-150539-579	535.wav	チアーズ！	Yoshino	00000097/00097598.jpg	チアーズ！	乾杯||チアーズ||チアーズ！||チアーズ！||乾杯||チアーズ||チアーズ！||チアーズ！	splitted_speech/pinmic/20230325-150539-579/535.html	splitted_speech/yoshino_original/20230325-150539-579/535.html
652	20230325-161026-551	657.wav	チアーズ！	Kawano	00000097/00097598.jpg	チアーズ！	乾杯||チアーズ||チアーズ！||チアーズ！||乾杯||チアーズ||チアーズ！||チアーズ！	splitted_speech/pinmic/20230325-161026-551/657.html	splitted_speech/kawano_original/20230325-161026-551/657.html
336	20230325-150539-579	582.wav	この雑貨は新しく入荷したものですか？	Yoshino	00000068/00068283.jpg	この雑貨は新しく入荷したものですか？	変わってますね||変わってますね	splitted_speech/pinmic/20230325-150539-579/582.html	splitted_speech/yoshino_original/20230325-150539-579/582.html
688	20230325-161026-551	717.wav	その雑貨は新しく入荷したものですか？	Kawano	00000068/00068283.jpg	この雑貨は新しく入荷したものですか？	変わってますね||変わってますね	splitted_speech/pinmic/20230325-161026-551/717.html	splitted_speech/kawano_original/20230325-161026-551/717.html
368	20230325-155017-589	13.wav	ぼく今大工だから、ドリルで穴をあける仕事をしてるの。	Yoshino	00000092/00092607.jpg	ぼく今大工さんだから、ドリルで穴をあける仕事してるの。	かわいい大工さんね||上手だね||そうなんだ。||かわいい大工さんね||上手だね||そうなんだ。||かわいい大工さんね||上手だね||そうなんだ。	splitted_speech/pinmic/20230325-155017-589/13.html	splitted_speech/yoshino_original/20230325-155017-589/13.html
92	20230325-150539-579	314.wav	ぼく今大工さんだから、ドリルで穴をあける仕事してるの。	Yoshino	00000092/00092607.jpg	ぼく今大工さんだから、ドリルで穴をあける仕事してるの。	かわいい大工さんね||上手だね||そうなんだ。||かわいい大工さんね||上手だね||そうなんだ。||かわいい大工さんね||上手だね||そうなんだ。	splitted_speech/pinmic/20230325-150539-579/314.html	splitted_speech/yoshino_original/20230325-150539-579/314.html
468	20230325-161026-551	405.wav	ドリルで穴をあける仕事をしてるの。	Kawano	00000092/00092607.jpg	ぼく今大工さんだから、ドリルで穴をあける仕事してるの。	かわいい大工さんね||上手だね||そうなんだ。||かわいい大工さんね||上手だね||そうなんだ。||かわいい大工さんね||上手だね||そうなんだ。	splitted_speech/pinmic/20230325-161026-551/405.html	splitted_speech/kawano_original/20230325-161026-551/405.html
333	20230325-150539-579	579.wav	冬に備えて、断熱加工は徹底的にやっておきます。	Yoshino	00000030/00030937.jpg	冬に備えて、断熱加工は徹底的にやっておきます。	断熱シートを貼るの手伝うよ。	splitted_speech/pinmic/20230325-150539-579/579.html	splitted_speech/yoshino_original/20230325-150539-579/579.html
198	20230325-150539-579	432.wav	ふんわり浮いている感じで頼むよ	Yoshino	00000019/00019240.jpg	ふんわり浮いている感じで頼むよ	わかったよ。||浮いて見えるよ。	splitted_speech/pinmic/20230325-150539-579/432.html	splitted_speech/yoshino_original/20230325-150539-579/432.html
168	20230325-150539-579	399.wav	今日も私のトーク聴いてくれてありがとう。	Yoshino	00000088/00088214.jpg	今日も私のトーク聴いてくれてありがとう。	素敵なお話有難う御座います。	splitted_speech/pinmic/20230325-150539-579/399.html	splitted_speech/yoshino_original/20230325-150539-579/399.html
721	20230325-161026-551	762.wav	イヤー、全部消しちゃったわー?	Kawano	00000110/00110428.jpg	イヤー、全部消しちゃったわ‼	どんな操作をしたの。||参ったね||アンドゥすればパソコンに打ち込んだ内容が再現されるかもしれませんよ。	splitted_speech/pinmic/20230325-161026-551/762.html	splitted_speech/kawano_original/20230325-161026-551/762.html
231	20230325-150539-579	471.wav	こうやって揺すって確認するんだ。	Yoshino	00000049/00049921.jpg	こうやって揺すって確認するんだ。	点検をしっかりしないと危ないですからね。||わかったよ	splitted_speech/pinmic/20230325-150539-579/471.html	splitted_speech/yoshino_original/20230325-150539-579/471.html
422	20230325-161026-551	328.wav	少しオマケしておくよ。	Kawano	00000008/00008501.jpg	少しオマケしておくよ。	ありがとね！	splitted_speech/pinmic/20230325-161026-551/328.html	splitted_speech/kawano_original/20230325-161026-551/328.html
785	20230325-161026-551	837.wav	キャディーさんは写さなくても良くないですか?	Kawano	00000069/00069055.jpg	キャディーさんは写さなくても良くないですか?	写ってしまうからねえ。||写ってしまうからねえ。	splitted_speech/pinmic/20230325-161026-551/837.html	splitted_speech/kawano_original/20230325-161026-551/837.html
485	20230325-161026-551	428.wav	キャディーさんは写さなくても良くないですか?	Kawano	00000069/00069055.jpg	キャディーさんは写さなくても良くないですか?	写ってしまうからねえ。||写ってしまうからねえ。	splitted_speech/pinmic/20230325-161026-551/428.html	splitted_speech/kawano_original/20230325-161026-551/428.html
357	20230325-155017-589	2.wav	はかりますね。	Yoshino	00000057/00057107.jpg	はかりますね。	測っている容器が変わった形だね。||測っている容器が変わった形だね。||測っている容器が変わった形だね。	splitted_speech/pinmic/20230325-155017-589/2.html	splitted_speech/yoshino_original/20230325-155017-589/2.html
